"MR1","MR2","MR3","MR4"
132555.232763846,123320.95826838,92666.1070746923,40181.0949181364
-80015.6292620873,-3303.67051245541,-91945.9451878273,-18229.9229168431
NA,NA,NA,NA
711646.030541743,725548.940080111,465368.905333082,221091.215888317
-748753.136247126,-630294.779100763,-557000.834946668,-221349.66780006
NA,NA,NA,NA
NA,NA,NA,NA
-1243466.42220364,-1257538.33075021,-818320.591139198,-385448.091954078
940983.843446049,759176.507605721,716676.945553208,275391.123273676
-927954.266629515,-1138698.65019439,-509323.209875038,-304598.918700403
NA,NA,NA,NA
NA,NA,NA,NA
-296610.35737407,-256995.072984892,-216951.911090901,-88303.6617027284
370300.926524122,362795.671239769,249612.762692734,113795.838315119
979519.709941002,779703.168306512,751370.503901938,285775.6381365
-455229.05591589,-352809.709068077,-354035.878509035,-132002.50020451
2121513.9520288,1947487.60221931,1496396.21325865,640857.185827206
-803878.457571475,-481610.558144407,-696760.906412459,-221132.246323407
66157.4247677415,236589.450092779,-42354.766271324,34872.9298047787
-1087732.54332578,-837911.47388314,-848514.835729589,-314978.51556266
-665150.224097525,-381440.235102942,-585152.315191474,-181525.800853652
-287044.4934056,-211825.99565023,-228620.006946798,-82334.6626313976
638071.820418474,573552.938423339,456224.471305791,191714.897058375
-75315.2294297981,-220965.54017227,23729.4466064801,-35605.834918048
1402766.34770009,1295939.13078741,985261.320444355,424439.411355482
1366874.73504855,1404337.54064601,888400.219119623,425564.81322204
-360395.141283599,-318932.086688953,-260226.695978632,-107858.638636752
-1899416.29689395,-1910492.84168516,-1255269.37698739,-587895.662964708
-740653.118233323,-743325.33759672,-490309.137320619,-229102.085827204
956169.894956764,712092.193256125,758276.300742536,274811.157760484
476756.674353127,484668.511752227,312479.291517198,147998.152628568
NA,NA,NA,NA
203257.853894862,101038.322557789,186669.034622381,54157.2364485352
1528474.02717686,1029727.01918599,1267092.20852704,430104.141590507
NA,NA,NA,NA
-1241297.53630554,-1405766.2967307,-740752.396961342,-397511.702729136
-1239131.02460015,-1053951.17224638,-916298.792596986,-367238.052050381
-382477.187929029,-461472.217479409,-213910.39662389,-124881.173481405
NA,NA,NA,NA
-256576.814225612,4857.01276838511,-302653.145986756,-57152.2279886142
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-2397713.14117765,-2606137.41390537,-1486164.04144393,-758588.411778069
-2909371.45151442,-2621012.35509771,-2077273.84206967,-874643.231914527
2037397.19501229,1636933.10228845,1555176.75630997,595691.043681511
-3915468.54103227,-3560889.58597707,-2778663.21351274,-1179941.74687158
-1299723.69664368,-1027900.95847713,-1000380.12540984,-378627.030446453
406780.977187188,726074.443186565,108407.919123315,152734.883584917
-2538247.31123244,-2455377.80048971,-1726901.12656799,-777356.657908768
-1554190.94325354,-1323296.0094113,-1148582.57596829,-460728.563032707
-1664479.06006972,-1564370.90525147,-1155593.20482353,-505882.648877953
3095961.87457007,2766621.57929776,2221878.23155088,928832.903981605
-55107.1376588453,-224714.72196419,49271.825317278,-31388.8279072895
-578795.993555663,-782266.792724508,-281222.536733558,-196086.142782113
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
159504.874785088,37198.4937380778,167790.469182724,38933.4342328568
-975796.624719867,-1000293.25833498,-635357.41264037,-303615.492490102
1926068.98435386,1908664.77173775,1287379.29784606,593721.067144296
24271.4561471964,-56662.7667459425,57079.2116125918,648.154720404647
NA,NA,NA,NA
NA,NA,NA,NA
-1265297.51137168,-1005699.88403229,-971339.090553766,-369023.521646504
954808.612935449,1003133.21280826,609362.920035187,299146.620343062
1658159.85013353,1465161.48591574,1198415.01510122,496065.379105743
NA,NA,NA,NA
-204414.720247184,-190523.501177927,-142728.042499449,-61993.0314342208
3125013.05427273,3010051.88314276,2132649.61211311,955960.606173489
-1468722.36431316,-1341910.1048844,-1039162.6999702,-443131.601368188
NA,NA,NA,NA
NA,NA,NA,NA
694828.88136803,463680.254591702,578243.630761712,195146.056138621
-1867920.65829199,-2007351.68637903,-1169393.29767106,-589031.70427258
885820.456582539,930399.893735007,565463.134132342,277510.902877461
4171511.08108929,4025026.12451538,2843299.80319931,1276680.74241878
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-1158909.68097995,-1182198.71773606,-757523.017899976,-360098.736180435
-2028413.00650638,-1788606.74862077,-1467897.53037076,-606517.221314928
206774.996778454,209455.409527997,135904.613618169,64123.9192144149
-253406.720001911,-191958.585555633,-199322.26290163,-73105.8487047083
NA,NA,NA,NA
12068.1236155356,-172127.040644589,101241.995228598,-11866.9038778902
-109493.052782749,22213.7894373036,-139354.282947089,-22686.6792643196
NA,NA,NA,NA
182597.23761973,74635.0161628261,175860.652538322,47282.7304123864
540582.276822635,504647.169384883,377043.942664056,164008.436677164
295380.042632165,170123.314671499,259483.932689617,80674.1166867553
-652368.880260389,-637632.239729786,-440515.900035367,-200347.991752456
-561650.066787055,-491033.763731464,-408581.113207133,-167584.563823112
-213859.422790167,-239733.351634401,-128866.050435772,-68276.8158960999
-3703250.50004729,-3231583.66607715,-2697056.51925454,-1104448.01377547
-217515.669298461,-31508.2177627597,-238544.558064901,-51467.9256141269
-1805076.9301585,-1767272.08501216,-1217391.02202329,-554606.397802403
-2178800.22622205,-2024290.26093187,-1524550.24178048,-660211.808530635
-429621.648639125,-502444.410606849,-248332.922741903,-138927.313566825
-1766385.31880516,-1751491.78927614,-1180106.5663948,-544587.814539856
1856974.71507887,1712408.63938618,1305881.5165584,561603.841494575
536516.069758434,328360.318425989,461517.57370387,148171.129165311
3068272.62972409,2956351.31630508,2093446.44679529,938684.772897804
NA,NA,NA,NA
164489.983675267,458681.614875445,-39721.7354870997,75738.6971326791
NA,NA,NA,NA
-586974.218777118,-536604.120293158,-415145.612903973,-177121.808916679
-719373.804394183,-762950.890861022,-455481.14669173,-225990.151173769
1778437.65440587,1695748.68490013,1222423.55505576,542572.190519072
1466649.44710948,1710188.92505564,850322.47999521,473845.287426122
1294952.31700641,1245291.68495704,884755.222603092,395962.058773422
NA,NA,NA,NA
1475691.63567682,1486416.72663985,974170.703639355,456927.764424261
-684384.763546196,-744846.317548173,-423704.489311507,-216606.983789152
NA,NA,NA,NA
NA,NA,NA,NA
-2204659.19115159,-1823397.51176162,-1656492.48601112,-649006.602557659
NA,NA,NA,NA
NA,NA,NA,NA
376305.719936569,523946.813368356,175066.174089595,128787.307712098
-1140174.69165877,-928929.994806101,-863807.02707031,-334453.134943707
-2805436.28821495,-2358873.78129175,-2088356.96327848,-829129.330521881
2691175.1489658,2610189.87187407,1827459.93598391,824772.991913845
-1446832.96946496,-1284539.87308627,-1042594.36521565,-433359.598351524
-3327923.71122235,-3008296.55365624,-2370946.83134597,-1001334.35826405
594669.426909227,621713.537419772,381066.426552906,186055.549122115
1011446.55397918,857063.342805487,749568.793535354,299488.368267526
-318298.497280714,-220037.557553249,-261032.142356327,-90040.392239383
2620010.79384852,2568632.66886513,1765230.85745383,805288.395142162
-2417043.92987388,-2209566.58721712,-1709513.19262104,-729350.852099102
-3907451.94801864,-3886013.69574807,-2604710.68804016,-1205667.08961873
-29274.2275292849,-182145.324076819,57946.8864071465,-21988.6170794875
867356.264752033,485676.741403711,768973.427043239,235716.909790689
40009.6134827758,32887.3760114732,30164.9029038644,11761.5756495534
NA,NA,NA,NA
1121047.06667549,904452.505270166,853816.129862854,328089.058169433
NA,NA,NA,NA
917823.730630566,818841.481597683,659375.3209901,275245.367703502
-674569.398989874,-467445.463671085,-552638.703127584,-190921.225883709
-810250.949775594,-637930.514011082,-625091.594659886,-235796.439223038
-1619831.92477839,-1418779.59514569,-1177051.9102411,-483539.544711226
105163.475343849,564164.626177022,-162529.394439813,71359.017119857
NA,NA,NA,NA
-666737.992304896,-598748.670252008,-477011.183149923,-200280.829176245
NA,NA,NA,NA
352044.746742357,425712.434832564,196406.521768003,115026.292360236
-898273.523901742,-820811.385700727,-635503.229301617,-271025.811055589
1142834.7854123,1093105.68705755,783812.789974207,348948.557142127
-229705.547017631,-319417.314128118,-107072.062178662,-78578.8166142614
2536858.35834303,2140099.70553759,1884857.76646516,750347.941184499
584721.165119536,537680.830789115,411962.158438212,176707.878108263
888891.341323487,976302.870929532,545819.948257202,282086.209210876
-382573.858415896,-339888.784214967,-275567.142360757,-114608.810605965
2760910.88144155,2485961.73345167,1971933.25346716,829898.921018247
NA,NA,NA,NA
-161624.740507286,-51887.6390009465,-162837.451819122,-40654.5399741746
1138379.21714468,1043137.13951115,803893.928791224,343717.775791756
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-894996.988104454,-867760.578685089,-607908.152332933,-274267.149637827
463611.114067739,387025.121455073,346520.605737646,136780.940611661
329732.837391352,477935.996137648,143865.754215021,114442.687376648
356280.950208683,508986.208859181,159209.417968884,123027.351663624
-801658.688509341,-688466.897884698,-589455.133006841,-238144.551754634
950237.947843354,793433.431237375,710163.319427507,280367.478432819
1448825.83076793,1739522.26600204,814620.964639614,472330.643170068
-2911874.88495528,-2892386.7294468,-1942836.61934231,-898179.482110053
1559109.85940045,1380253.80285345,1125510.40422739,466655.470610806
1618950.73634911,1673336.31993793,1047169.9216782,504894.955660151
336249.423205454,298062.662886297,242541.520127639,100675.122855355
500856.522861619,327108.33248446,420427.021250113,140064.016351272
-165952.214890597,-291009.950557756,-46860.733386805,-61869.9926901371
1728546.19160286,1388048.61334553,1319802.53815191,505328.333011595
-503948.128881316,-597500.195235217,-287177.994669095,-163651.128690268
275389.026883763,515909.081590477,61062.1064835574,105463.467378778
3346411.15950209,3154995.35280071,2318318.26744516,1017903.50011207
NA,NA,NA,NA
-1030783.03877453,-1108292.87771464,-645022.847627462,-325096.30072548
-2327199.71603318,-2217695.53311128,-1600279.40524019,-709881.47139357
4542211.18627374,4306770.50622195,3134402.47134244,1383703.84679977
-2723065.58839201,-2791485.40026655,-1773003.43798682,-847275.68694963
515807.187447716,379939.210196054,411178.913954421,147891.685025846
-1094189.57448297,-1318485.49089114,-612816.935983758,-357119.260918751
3650192.35009864,3437572.79353828,2530710.53749866,1109982.04942949
NA,NA,NA,NA
-298306.960519073,-431270.514207738,-130717.709139814,-103439.669417819
1508277.6717598,1618727.6655539,945329.77052854,475441.963440736
1260447.66379923,1066339.1135392,934968.41786916,373070.379889765
-1155506.83205249,-1268952.09141973,-709625.837032001,-366680.058702618
-1963108.20552264,-2155344.35008943,-1205851.18777897,-622915.951966773
-642295.27597352,-704366.815172179,-394949.348782987,-203738.388819464
2496528.9124735,2085956.18818952,1865077.95637936,736717.375484013
1125668.9250519,1169088.97907388,725269.324837316,351530.670423165
521423.953967335,432832.240450245,390978.495525489,153630.275084832
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-859485.019902432,-901914.675120355,-549068.117065858,-269190.443325862
NA,NA,NA,NA
NA,NA,NA,NA
572282.091712179,747790.19742958,291052.88284565,191707.111408541
-60433.9787830307,-37265.5963057258,-51845.7700585536,-16715.321679154
2847519.32417533,2777094.63053988,1925899.20147939,873980.480506812
-675712.188309111,-618105.088360585,-477712.194983429,-203932.096072216
555590.295853617,403507.785718572,445795.629804293,158813.251946846
-1837876.15006816,-2107139.31597306,-1083727.5480135,-590738.234305447
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
153527.514954983,191146.756595698,82870.2797544732,50626.5801834252
1016422.28689492,829301.875823748,769440.949099312,298252.507555106
2532980.29598334,2316940.4590139,1790807.40744576,764450.558574315
231094.993326776,94139.9132677095,222731.300304072,59816.8917648454
-389424.214743254,-377898.691621947,-264342.435493177,-119363.118724896
-1105317.02593938,-1112539.10511118,-730080.071538753,-342179.304960689
NA,NA,NA,NA
NA,NA,NA,NA
-8103250.61379128,-7994410.28328638,-5434224.36862575,-2494855.31018367
-2524407.43452054,-2334081.99271675,-1772099.67908283,-763978.793201557
-3870630.04851551,-3608278.10115696,-2702212.70878279,-1173892.42650308
-1723214.69794038,-1584522.00525205,-1214114.94207152,-520767.995255066
2423052.30524504,2337021.08662213,1652027.48547719,741490.820100555
-405896.175869799,-482716.559413708,-230557.883219564,-131935.14199704
-477008.034375798,-414237.80768449,-348420.79187201,-142089.93680084
-364305.239680927,-508982.149305249,-168600.473018721,-124826.324059035
638677.880795008,737041.361255287,374180.10927232,205692.899044276
-122778.025911922,-143734.00688547,-70894.9649124848,-39715.6877890823
2080047.79152972,1923625.73832766,1459964.21033556,629534.824788579
NA,NA,NA,NA
1981032.03874452,1802139.81027815,1405608.40831982,597033.146844632
972664.090598154,924055.750072529,670282.531905363,296459.118315758
-351239.083490033,-312926.462950086,-252553.948320385,-105297.553876692
261720.503002643,262758.717489906,173211.264760213,80964.7621482515
-216757.082291892,-110244.2026861,-197802.179231108,-57964.7889471212
-34910.0964040401,-90589.4844712921,5010.67231627237,-15502.3559638259
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-627817.281689069,-502854.605393692,-480014.967976422,-183429.275043555
1468322.47141614,1583787.70016926,916261.233242983,463518.322085719
-2157776.92839375,-1954618.10763662,-1535220.2174042,-649596.500185754
-2076655.60500695,-1976911.97591538,-1429021.65002035,-633285.572922649
57236.5070286985,-256.346315571805,67097.2862877742,12819.5120349611
1790626.65421591,1829446.77547519,1169009.25032087,556626.353783525
-39679.472527858,23213.6333492791,-58174.5939975141,-6936.93155513176
-957338.481061337,-1001175.93004899,-613316.19655185,-299547.970735303
-2373659.71017246,-2337451.28130343,-1594018.45573695,-730443.374066564
-78666.2088654581,-175979.872853727,-2960.96173969973,-32548.3003472087
-665704.051270668,-859994.511096602,-343566.181556743,-222168.130654951
-1836518.98299852,-1603183.49705063,-1337233.2220304,-547767.924453606
-842354.672384422,-854713.813463861,-552917.75191401,-261351.564045678
215879.648492398,126785.110166651,188405.897313426,59168.7339989631
-115136.607721386,-182065.818794447,-42549.5500402355,-41245.395427844
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-1984215.06291525,-2336229.11488956,-1138988.91976198,-642966.108226168
-885883.99670956,-806444.493834516,-628283.139348384,-267031.904316796
512668.708228077,606410.504636297,292868.56814665,166360.181594076
603799.364141014,565177.959618339,420364.587972335,183316.881053354
-1206254.46213601,-1170729.65545826,-818723.038230867,-369750.55188188
-232632.970779693,-194205.80773907,-173877.55436629,-68634.7530023929
-498199.804161333,-601575.778989784,-278388.980209893,-162706.243435696
-75248.881758532,33048.2539351445,-104768.6419518,-14084.7777076447
-1384302.8589022,-1370836.72636131,-925748.366125256,-426637.134037617
3560392.13654809,3499894.5181858,2394095.15161702,1095113.25672202
-1380916.17767284,-1612869.19447551,-799274.628538624,-446369.358265015
-236991.482698952,-198795.585822848,-176652.561650893,-70000.0868178514
-713659.590385878,-581649.331314185,-540564.289944244,-209358.455475608
-1215878.85910734,-1201437.03109139,-814439.700804423,-374508.858389765
NA,NA,NA,NA
-1155755.18710744,-1309899.91864206,-689190.344695439,-370202.013257882
-1439148.41932581,-1561318.94463172,-893500.683696285,-455069.956870075
-651044.877826629,-829043.557779449,-342076.037844827,-216255.452523491
60229.4936467168,-56655.0139286824,99147.8108599378,8716.39110966053
21912.6986503525,182203.114846699,-66587.8716642319,20342.0807769184
NA,NA,NA,NA
NA,NA,NA,NA
-1477679.33864635,-1269221.43470335,-1086438.37447868,-438985.827906809
640839.860700876,505778.579073634,493768.463037805,186597.462227388
-588049.964784262,-628051.945743057,-370114.431750407,-185105.443880966
-1262867.00986355,-1249060.17422771,-845310.182344304,-389082.476010949
-1523686.49386281,-1425653.50655763,-1061081.88221874,-462549.175644232
-6721203.54967823,-6280632.21815671,-4684702.41802179,-2039687.69626193
-2368062.18824391,-2480982.09085872,-1514816.74182697,-741340.162702705
275073.199654999,-16638.0596685287,330258.729670266,60304.9336140989
782261.835455545,897004.692640672,461205.304438401,251451.184695456
262718.067628419,283433.515087663,163912.100965132,82938.8910483572
-535365.806951669,-494104.13285968,-376274.227988725,-161945.137251562
-94023.7775279259,-78482.3835182962,-70280.8921228551,-27738.7544951052
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-2600651.63166733,-3227917.31190756,-1408867.97742166,-856764.003239805
NA,NA,NA,NA
NA,NA,NA,NA
-1102292.23279845,-970844.306933404,-798263.80215628,-329501.053046435
1293002.11263233,1325893.13069489,841674.862487072,402347.758118476
434632.653967671,474415.124861352,268382.139219725,137679.012142177
1549810.43329769,1410159.37118884,1099489.30093586,467098.383640069
-2668757.27321597,-2521968.89739386,-1845884.8220487,-812273.432186716
276031.997865964,435940.16323713,102295.276851899,98839.2025963263
-2010929.91034678,-1875285.60977636,-1403561.13604747,-609933.920752291
188208.831381602,375158.645797459,30308.7972149586,73988.956267852
-831682.234306495,-967088.898965115,-483549.327376172,-268471.076620336
-1139559.71889475,-1304379.08026432,-673038.925307682,-366101.747748202
653016.674094759,598459.741523989,461103.217583054,197175.378287274
-1106395.76637958,-1110913.14237084,-732164.379782901,-342281.70359769
78463.8648857696,-37933.9366344286,111004.022582317,14390.6749893163
-539762.63265726,-385635.684493527,-436323.453529598,-153748.659218856
-714252.951296324,-866111.614179016,-397270.116246234,-233575.739826001
-378251.018620429,-374148.355749893,-253167.638874372,-116539.494970864
-250853.721225498,-184190.592090088,-200265.682019463,-71874.6776218624
3010469.5308674,2810780.95490794,2099502.41866244,913391.284333894
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
237220.403550683,242251.975869111,154925.137463535,73733.0791844395
1473299.50164377,1373463.76325273,1028547.35540958,446828.137464172
NA,NA,NA,NA
-852884.708808473,-552157.501573904,-718389.144972474,-238098.985869595
1800094.6388335,1847554.81383726,1170922.39093357,560284.823435114
835940.083781814,845956.74321261,549846.348983486,259170.651512817
1973013.66900738,2001918.5513598,1295104.34349773,612149.757907797
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-2513622.7051904,-2492154.54373146,-1679470.54245998,-774945.792919795
-1668061.82138544,-1590555.15487634,-1146533.10600643,-508902.72607272
-117377.032950935,-336610.699210721,33052.0854697919,-54832.5927735628
777395.144210126,701205.937535295,554616.624457184,233779.296415793
724138.078593177,717560.090372446,484026.64380435,223214.548558427
NA,NA,NA,NA
-896751.001928234,-776968.202337236,-655916.504538606,-266972.625614911
646004.688415205,700269.480504899,401363.069518198,204223.599463046
NA,NA,NA,NA
NA,NA,NA,NA
2584908.5608843,2569674.72678518,1723633.41208283,797500.838141614
NA,NA,NA,NA
NA,NA,NA,NA
-875719.02270841,-993932.16202663,-521485.676534216,-280624.325464166
762461.215702556,788315.211481236,493054.263174349,237804.890018176
-1212979.84951166,-1249735.92088738,-786598.356072024,-377947.532440524
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-2254369.14236015,-2283465.93307375,-1481778.66972574,-699109.310864022
-2038102.26848382,-2253240.46180667,-1244042.62757896,-648029.590370773
57858.2862196414,-67343.4735883044,101781.465879259,7278.66227353706
1876673.46760009,1992072.19491643,1187367.51435504,589699.114078028
NA,NA,NA,NA
12232.1961038286,-280147.968719403,156115.973709384,-20973.6704713632
-1759201.55422448,-1797590.88949424,-1148367.44181136,-546879.999609616
-462658.948166968,-708970.719853639,-182445.729268364,-163824.809898248
1794886.33631209,1726126.57237011,1226292.33871139,548836.558382267
1358966.43472028,1040251.97122387,1063443.83414943,392965.288074353
NA,NA,NA,NA
178420.063313503,110287.180614626,152928.288380458,49367.0775707857
NA,NA,NA,NA
NA,NA,NA,NA
580411.199994659,615065.505946606,367745.783508856,182292.878462494
-723244.618849799,-608376.687965224,-538251.467229974,-213774.119605924
152132.039927448,269179.844683463,41742.941273097,56921.4775974252
NA,NA,NA,NA
-1820581.62684805,-1711177.23810721,-1263923.51515387,-553333.614367686
-620049.358417085,-314522.485103412,-566255.666882181,-165741.063106761
791736.864234234,819990.463283548,511272.76133037,247053.720014977
-211359.557202033,3656.63604075662,-249142.359096092,-47109.1926132348
-696824.468791161,-726762.653161755,-447412.911799606,-217868.751640824
546582.5291005,417428.57782846,428210.988430554,157969.167898621
1720488.60044115,1631537.98361081,1187127.07376172,524136.441259833
-413476.772845607,-562826.533453071,-198877.260761872,-140417.313457887
NA,NA,NA,NA
NA,NA,NA,NA
162686.5824402,18155.1074918929,181154.500104437,38037.2357631116
NA,NA,NA,NA
-1357266.22426602,-1515906.25551224,-820687.932166736,-432854.855676129
NA,NA,NA,NA
NA,NA,NA,NA
-1542353.49863803,-1536649.87610261,-1026740.66951798,-476135.434199563
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-2514145.38431417,-2417762.65390566,-1717736.15733157,-768761.489273604
1315295.29683857,1196234.39710268,933388.280023604,396372.755129202
1095093.62644258,1194020.78794337,676871.229479853,346780.101687104
NA,NA,NA,NA
-2080395.71690449,-1996610.72756314,-1423425.85087402,-635791.453143716
1233531.86224752,1052819.3806793,910323.325593376,365885.813156631
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
806770.509381416,670808.254878056,604372.930174479,237797.980988884
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-397308.481487325,-253715.883654936,-336428.140426249,-110620.206265622
106929.230150934,138647.750266115,54926.9040002861,35728.22114257
-88486.2625414028,-38748.4593974927,-83916.2704442255,-23134.2957529142
-340322.921662865,-206413.759013462,-293697.016839435,-93828.3740564049
673122.657906029,649177.090402842,458955.74479273,205980.069344934
NA,NA,NA,NA
NA,NA,NA,NA
-885456.672621036,-790531.552743883,-635835.620826017,-265587.870032288
7325747.31360573,6892828.99731241,5082142.59371109,2227154.35818977
NA,NA,NA,NA
NA,NA,NA,NA
982670.175420641,1302091.7606067,490632.15635456,330708.836943337
1414850.31535983,1625420.89147928,832623.856606139,455044.156770193
1981332.01088282,2009375.46708126,1301059.25639725,614645.908647055
-765557.897680868,-707618.412208749,-537521.757206719,-231668.017271643
-1732328.83125232,-1623122.34137739,-1205238.36439166,-526078.421501967
862867.001378062,580669.328592365,715634.992845023,242752.257147453
NA,NA,NA,NA
238750.411636096,247283.275433246,154169.459130547,74501.3199993766
NA,NA,NA,NA
-563861.008171149,-549601.314418889,-381521.752126074,-173037.890829671
2523443.38209516,1988937.77229075,1945681.87862081,734541.973317811
1195833.22462495,1117263.32417676,833593.712510392,362885.052063142
384229.902565899,494440.430944753,199274.018870453,128067.862681368
2028055.9038121,1842379.02917688,1440258.40969591,610991.774948728
NA,NA,NA,NA
-4569556.83426512,-4701634.18984005,-2966525.59160439,-1423270.70322573
2852545.48534421,3187346.07530638,1724124.31826948,909842.732773394
NA,NA,NA,NA
NA,NA,NA,NA
-169643.955226234,-76774.9459359783,-159624.876995356,-44561.6417904579
713034.738751029,710478.047497246,474623.014451823,220124.991066889
1109781.59092015,1242620.65742754,669457.054496709,354190.794354024
-273245.644078073,-186965.072492513,-225058.613713762,-77132.2155241803
157585.840354892,180749.006581095,92885.192491377,50658.9327566638
1513567.59454136,1389409.23136572,1067590.10563436,457210.714564528
32504.841947293,173206.891388401,-49643.2187848793,21957.183804624
-2040708.91315742,-1883378.61514389,-1434309.15213249,-617302.417079019
3003621.61040916,2935797.34327158,2028207.23888736,922438.806121584
NA,NA,NA,NA
3236668.77100325,2822236.26929395,2358355.28307689,965109.05416719
-776919.115334128,-458725.460012069,-676803.504265424,-213143.937008125
-409873.661643188,-498232.565365458,-227359.415662066,-134139.013081859
-403001.949001899,91781.3670938772,-517974.307327957,-82645.0445240521
NA,NA,NA,NA
-506021.801944535,-415269.642423296,-381846.845229835,-148687.121395092
-1116054.17331668,-945304.661821098,-827294.572910588,-330426.492498249
1736432.86957608,1808500.17273553,1116206.34423414,542694.851606036
NA,NA,NA,NA
NA,NA,NA,NA
1050271.80893775,874964.307617334,785932.829407329,309714.023663604
326101.983622934,532880.349572787,111805.841536973,118278.899044054
NA,NA,NA,NA
-878625.367621714,-992334.090003465,-525695.430251449,-281140.852569351
NA,NA,NA,NA
1623852.21497329,1611927.54906294,1083988.39325551,500793.942581523
-379413.479948369,-434796.159476655,-223829.145257076,-121934.943386136
NA,NA,NA,NA
-404613.68255758,-303701.084395277,-319673.144626109,-116489.268575239
-1541049.5524804,-1606825.28087014,-989690.91858468,-481783.781551509
2999775.62999362,2852634.2088886,2065804.12801437,914534.762935297
391350.640393755,371191.021431695,269993.258878578,119228.942633299
-620940.745467839,-684756.524707693,-379892.255382558,-197285.598800352
7240369.00996717,6966962.64543132,4944721.97532628,2214274.97454757
-559162.404567819,-656251.128985638,-322041.438154892,-181012.524071972
1856266.07946003,1604709.33995221,1359568.46603883,552327.060227433
665105.726816807,628962.188984411,459809.241719946,202472.024495351
-398176.651166301,-392454.974624092,-267215.096178189,-122559.88655066
109295.400637689,-125320.56957348,191311.403539846,13910.6767370342
1012513.57727506,764991.678031093,797423.403201803,291931.564053436
NA,NA,NA,NA
NA,NA,NA,NA
-74111.1494821716,-152510.401319707,-9512.03463850966,-29539.101589854
714078.085285504,726663.509739852,467652.881603643,221730.754861508
582863.540106004,216587.354515656,572317.074301649,149104.208015062
177278.451200428,60848.5205654028,176616.704338232,44925.5740076541
394348.143324735,142922.88888554,389047.137741993,100575.764033759
NA,NA,NA,NA
-928752.257205901,-973979.76088162,-593634.185395559,-290832.522653228
799584.84990597,927151.856300024,466211.423817063,257889.741128368
-139376.077244024,-165703.160758817,-79193.0125594293,-45298.7832232966
8538.66512198942,-30196.9730243951,25277.4539028114,-639.652211501934
-2682770.9680583,-2749369.497111,-1747176.83725381,-834670.677515673
-1156933.7536104,-1151303.87950442,-770849.104258915,-357038.980267233
-362266.622321617,-254810.67277688,-294872.908562929,-102849.87890179
445522.31526238,390380.276360971,323661.691364894,133007.777504334
-1142192.8970277,-977885.551560974,-841384.211877842,-339049.985843075
76758.3035828363,33721.211327782,72738.2550444747,20076.2422306471
1707878.33029342,1635592.10532301,1170320.29714368,521649.649922492
2919631.37868098,2764969.17585871,2016406.27083455,889131.121392943
-683056.59693074,-852036.115137714,-367894.204965701,-225384.769822306
-1102771.65028795,-999487.390013627,-784324.721664688,-332035.237812244
-705243.858189014,-533477.781835872,-555097.661990991,-203390.166262588
-724023.969587196,-740068.464656306,-472502.06651048,-225097.841265598
79175.4751339314,18387.4658387892,83329.1061441792,19319.8834646347
-217897.639770982,-320033.062032777,-92946.4011409783,-75982.0634231777
-2223290.3719185,-2429088.19601442,-1371696.84876083,-704465.058514765
NA,NA,NA,NA
-3963696.67205414,-3691233.05608906,-2769112.09321985,-1201796.90387839
578701.395028064,682318.220688538,331705.541749685,187602.89688859
-942807.921503942,-521491.341244006,-839120.47739257,-255675.503207023
-3502549.84855753,-3115753.73739065,-2520866.44385636,-1049614.21645515
127716.788515898,74581.0053897175,111674.715599159,34968.5131678521
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-851620.841170163,-785286.814199481,-598902.662253009,-257554.108448422
